TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_DIRECTION,CRASH_DAY_OF_WEEK,CRASH_DATE_month,CRASH_DATE_hour,POSTED_SPEED_LIMIT,NUM_UNITS,LATITUDE,LONGITUDE,Severity
NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,dangerous driving,others,S,3,2,20,0.2525400696474301,-0.08823949142329818,-1.8658456015910412,1.184328368576173,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,2,5,15,1.0720517112205266,-0.08823949142329818,0.22579924866841705,0.8509849703983945,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,3,12,13,0.2525400696474301,2.0596346183568244,0.5395865323351283,-1.131860453113393,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,2,8,10,0.2525400696474301,-0.08823949142329818,-0.06676818350943955,-0.3381487074744813,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,6,1,8,0.2525400696474301,-0.08823949142329818,-1.104563360344394,0.47217183938652874,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,7,12,23,0.2525400696474301,2.0596346183568244,0.01624678236823018,0.6836009605670367,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,4,6,18,0.2525400696474301,-0.08823949142329818,1.32820109129239,-0.8241135277750924,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,2,11,8,0.2525400696474301,-2.236113601203421,-0.9034424077075746,-0.7063340052545121,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,"CURVE, LEVEL",DRY,NO DEFECTS,dangerous driving,dangerous driving,E,1,2,16,0.2525400696474301,-0.08823949142329818,-0.8127811792334432,1.1677970799413886,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,W,7,9,23,0.2525400696474301,4.207508728136947,-0.7378450411808843,-1.2598400604806448,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,1,9,5,0.2525400696474301,12.79900516725744,0.30156396319239565,-0.9957939640935881,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,N,6,9,9,2.7110749943667196,2.0596346183568244,0.4743090174298766,1.0515944979901017,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,S,3,9,2,0.2525400696474301,-0.08823949142329818,0.2650939078771099,-0.7039516644204228,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,2,10,10,0.2525400696474301,-0.08823949142329818,-0.9797639663422953,0.43911729582381237,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,3,6,17,0.2525400696474301,-0.08823949142329818,0.35288888823309755,-1.0330762670900384,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,1,7,6,0.2525400696474301,-2.236113601203421,0.025765809217510195,-0.10925094164307188,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,6,7,16,0.2525400696474301,4.207508728136947,0.7672946314092228,-0.27540731648426675,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,7,11,16,0.2525400696474301,-0.08823949142329818,-1.0536590338010599,1.5684129305789807,3
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,2,21,0.2525400696474301,-0.08823949142329818,1.6461394647426628,-1.1651125582153392,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,T-INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,S,5,5,23,0.2525400696474301,-0.08823949142329818,-1.3880576052172187,2.15859329785832,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,6,10,22,0.2525400696474301,-0.08823949142329818,-0.8488798105605554,0.5496473872193632,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,4,8,9,0.2525400696474301,-0.08823949142329818,-1.4855992955373685,0.910280188621341,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,6,11,17,0.2525400696474301,2.0596346183568244,-1.0658755603456094,0.03713390530328706,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,3,6,13,0.2525400696474301,-0.08823949142329818,-1.547078885166563,1.1380421912440883,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,E,4,11,10,0.2525400696474301,-0.08823949142329818,-1.2407845498380632,2.033280796639407,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,1,0,-0.5669715719256664,-0.08823949142329818,-1.6437530633579938,0.7986130655370355,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,6,11,8,0.2525400696474301,-0.08823949142329818,-0.1353600043003707,-0.2732469934847085,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO SIDE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,dangerous driving,S,6,9,23,0.2525400696474301,-0.08823949142329818,-0.9824969576112427,0.15171780523508727,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,2,4,23,1.0720517112205266,-0.08823949142329818,0.20499053904057857,-0.5361802438694524,3
NO CONTROLS,NO CONTROLS,CLEAR,DUSK,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,4,6,20,0.2525400696474301,-0.08823949142329818,0.28979066102337653,1.0078227356346083,3
NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,external factors,others,S,4,4,22,0.2525400696474301,-0.08823949142329818,-0.056292705449960546,-0.8825860774912397,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,3,8,12,-1.3864832134987628,-0.08823949142329818,0.8846809914880434,0.027936765347512462,3
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,2,7,0,0.2525400696474301,2.0596346183568244,0.04765013534906109,-0.5246460562738483,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,4,8,9,0.2525400696474301,-0.08823949142329818,0.3062059691535782,-1.3488617365345057,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,5,12,18,0.2525400696474301,-0.08823949142329818,1.0861404917079103,-2.331880700322084,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,6,11,23,0.2525400696474301,2.0596346183568244,0.7704484896973758,-1.2993510152689236,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,careless driving,dangerous driving,E,1,12,18,0.2525400696474301,-0.08823949142329818,-0.7165170804907448,0.9608998151446486,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,6,5,7,0.2525400696474301,2.0596346183568244,-1.9102038809711255,0.9860837444464651,3
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,1,3,22,0.2525400696474301,-0.08823949142329818,-1.6064978737244093,1.881051419416651,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,4,4,17,1.0720517112205266,-0.08823949142329818,-1.1403599396999924,1.369594902728461,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,2,11,10,-0.5669715719256664,4.207508728136947,1.048284303644083,-0.15029170028183592,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,S,5,11,18,0.2525400696474301,-0.08823949142329818,-1.3028822182173616,2.1361517378544397,3
OTHER,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,2,10,12,0.2525400696474301,2.0596346183568244,-1.2143176194316003,1.0837445476264862,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,3,2,8,0.2525400696474301,-0.08823949142329818,-1.2251179971631507,1.1021506835980541,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,7,9,15,0.2525400696474301,2.0596346183568244,-1.5795717827588225,-0.009590878603226684,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,7,5,1,0.2525400696474301,-0.08823949142329818,0.3570274742418676,-0.7912659325039549,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,4,11,1,0.2525400696474301,-2.236113601203421,0.049837863968185424,0.13834310382940176,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,4,8,0,1.891563352793623,-2.236113601203421,1.4917377166494863,0.4395497460417145,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,5,5,16,0.2525400696474301,-0.08823949142329818,0.24436361828219896,-0.9061361537523255,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,3,8,16,-2.2059948550718596,-0.08823949142329818,0.09035254602090151,-0.2415230854920208,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,5,12,13,0.2525400696474301,-0.08823949142329818,0.6413063981134643,-1.0042362400292835,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,E,7,6,10,0.2525400696474301,6.3553828379170705,-1.1573581969273439,1.9080491567952909,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT REPORTED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,1,5,2,0.2525400696474301,-0.08823949142329818,0.23677798323242444,-1.3976886624892884,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,7,11,21,0.2525400696474301,-0.08823949142329818,0.28389547561647055,-1.2856309321158061,3
NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,others,others,E,7,1,12,-0.5669715719256664,-0.08823949142329818,-1.157341023208597,1.887313668629372,3
NO CONTROLS,NO CONTROLS,SNOW,DAWN,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,others,others,W,3,2,16,0.2525400696474301,-0.08823949142329818,0.4540268439768463,-1.2516554212991635,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,1,2,14,-2.2059948550718596,-0.08823949142329818,1.360555665146399,-1.153639595923391,3
OTHER,OTHER,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,careless driving,dangerous driving,N,3,8,8,0.2525400696474301,-0.08823949142329818,0.48514117412972857,0.3595707090735891,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,7,11,11,0.2525400696474301,-0.08823949142329818,-2.295222169199606,1.3800470599304047,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,"CURVE, LEVEL",DRY,NO DEFECTS,others,others,S,3,9,18,1.0720517112205266,-2.236113601203421,-1.4821307997789264,2.3237926129599815,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,6,4,0,0.2525400696474301,-0.08823949142329818,-0.7232943716011052,0.9026141717355305,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,4,6,3,0.2525400696474301,-0.08823949142329818,-1.4117230713022257,-0.43005933838064536,3
NO CONTROLS,FUNCTIONING IMPROPERLY,CLEAR,DUSK,PEDESTRIAN,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,driver conditions,others,W,7,7,23,0.2525400696474301,4.207508728136947,-0.18093362490578663,-0.7585583436038799,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,2,10,22,0.2525400696474301,2.0596346183568244,0.8004132197601931,-0.24109567536799117,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,6,4,22,0.2525400696474301,2.0596346183568244,1.0584608469196524,-0.15418491924427472,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,2,7,14,0.2525400696474301,6.3553828379170705,-2.086759457658341,0.3038914031619492,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,dangerous driving,S,4,3,21,0.2525400696474301,2.0596346183568244,-0.7158063734033402,-1.4878100430922219,3
NO CONTROLS,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,3,9,11,1.0720517112205266,4.207508728136947,-1.2993750319736541,1.45716638473967,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,S,7,11,3,0.2525400696474301,-0.08823949142329818,-0.2929440623149045,1.0442691271927271,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,2,3,17,0.2525400696474301,-0.08823949142329818,-0.7862923701398205,0.7996154522968456,3
NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,T-INTERSECTION,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,driver conditions,others,S,5,2,19,-0.5669715719256664,-0.08823949142329818,-1.361807231784328,0.7002219391978799,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,5,12,23,0.2525400696474301,2.0596346183568244,0.5458015155004285,-0.4890521340468185,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,7,7,1,0.2525400696474301,-0.08823949142329818,0.9614340179145888,-1.391382219431593,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,5,9,16,0.2525400696474301,-0.08823949142329818,-1.740941320648884,1.6102241132595883,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,6,12,0.2525400696474301,-0.08823949142329818,-1.18841419948081,0.5922826760171891,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,external factors,W,5,10,20,0.2525400696474301,-0.08823949142329818,1.4807700148279859,-1.7761039643319418,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,5,6,15,0.2525400696474301,-0.08823949142329818,-1.1411221212440283,1.2510001365379415,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,OTHER,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,2,4,20,1.0720517112205266,-0.08823949142329818,1.8791388671030307,0.23592974320935145,3
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,2,11,12,0.2525400696474301,-0.08823949142329818,-1.0635793372547548,0.5499046349730573,3
STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,11,13,1.0720517112205266,-0.08823949142329818,-0.9827696589853184,0.05412940689623287,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN BARRIER,STRAIGHT ON GRADE,DRY,NO DEFECTS,others,others,S,4,7,2,0.2525400696474301,-0.08823949142329818,0.16151573132244545,-1.4363294230514396,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,2,15,0.2525400696474301,-0.08823949142329818,-0.7228257544054637,0.4139189904146804,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,3,8,2,0.2525400696474301,-0.08823949142329818,-1.6388429559174433,0.6087963581490765,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,1,4,13,0.2525400696474301,4.207508728136947,1.0991308629813983,-0.5884798115419194,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,7,10,0,1.891563352793623,4.207508728136947,0.8608278520325564,0.8017876313569033,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,5,6,13,0.2525400696474301,2.0596346183568244,-1.1870677846051112,0.9203223392455678,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,4,6,12,0.2525400696474301,-0.08823949142329818,0.7533302149118031,0.2753551178769659,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,2,7,22,3.530586635939816,-0.08823949142329818,0.6368758939114537,0.8974033571777709,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,3,7,9,0.2525400696474301,-0.08823949142329818,-0.22847728469538947,0.23058096876166223,3
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,5,1,10,0.2525400696474301,4.207508728136947,0.6309940528692279,-0.4655365604430016,3
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,7,21,0.2525400696474301,-0.08823949142329818,0.11902666703768734,-0.6608083916459985,3
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,2,10,13,0.2525400696474301,-0.08823949142329818,1.259122335450969,-0.8213352351223566,3
